SMILES,Name,CID,InChI,IUPAC,Status,Source
COC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC(C)C)COC(=O)N,Lemildipine,65953,"1S/C20H22Cl2N2O6/c1-9(2)30-19(26)16-13(8-29-20(23)27)24-10(3)14(18(25)28-4)15(16)11-6-5-7-12(21)17(11)22/h5-7,9,15,24H,8H2,1-4H3,(H2,23,27)","5-O-methyl 3-O-propan-2-yl 2-(carbamoyloxymethyl)-4-(2,3-dichlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate",0,HEPG2
COC(=O)C1=C(C)NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OC)C,Nifedipine,4485,"1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3","dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",1,PMID: 29048755
COC(=O)c1cc2oc1C[C@H](CC[C@]13[C@@H]([C@@H](C[C@]4([C@H]2O4)C)OC3=O)O1)C(=C)C,"11,12-Epoxypukalide",146895,"1S/C21H24O7/c1-10(2)11-5-6-21-17(28-21)15(26-19(21)23)9-20(3)16(27-20)14-8-12(18(22)24-4)13(7-11)25-14/h8,11,15-17H,1,5-7,9H2,2-4H3/t11-,15+,16-,17+,20-,21+/m0/s1","methyl (1R,4S,10R,12S,14R,15R)-12-methyl-17-oxo-4-prop-1-en-2-yl-11,16,18,19-tetraoxapentacyclo[12.2.2.16,9.01,15.010,12]nonadeca-6,8-diene-7-carboxylate",1,PMID: 26406478
COC(=O)CCc1ccc(cc1)OCC(CNC(C)C)O,Esmolol,59768,"1S/C16H25NO4/c1-12(2)17-10-14(18)11-21-15-7-4-13(5-8-15)6-9-16(19)20-3/h4-5,7-8,12,14,17-18H,6,9-11H2,1-3H3",methyl 3-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]propanoate,1,PMID: 32412904
COC(=O)Nc1nc2c([nH]1)cc(cc2)C(=O)c1cccs1,Nocodazole,4122,"1S/C14H11N3O3S/c1-20-14(19)17-13-15-9-5-4-8(7-10(9)16-13)12(18)11-3-2-6-21-11/h2-7H,1H3,(H2,15,16,17,19)",methyl N-[6-(thiophene-2-carbonyl)-1H-benzimidazol-2-yl]carbamate,0,"HEPG2, PMID: 10473656"
COC(=O)Nc1nc2c([nH]1)cc(cc2)Sc1ccccc1,Fenbendazole,3334,"1S/C15H13N3O2S/c1-20-15(19)18-14-16-12-8-7-11(9-13(12)17-14)21-10-5-3-2-4-6-10/h2-9H,1H3,(H2,16,17,18,19)",methyl N-(6-phenylsulfanyl-1H-benzimidazol-2-yl)carbamate,0,CHO
COC[C@]12CC[C@@H]([C@@]34[C@@H]2[C@@H](OC)[C@@H](C3N(C1)C)[C@@]1([C@@H]2[C@H]4C[C@@]([C@@H]2OC(=O)c2ccccc2)([C@H]([C@@H]1O)OC)O)OC(=O)C)OC,Hypaconitine,441737,"1S/C33H45NO10/c1-17(35)44-33-21-19(14-31(38,28(42-6)26(33)36)27(21)43-29(37)18-10-8-7-9-11-18)32-20(40-4)12-13-30(16-39-3)15-34(2)25(32)22(33)23(41-5)24(30)32/h7-11,19-28,36,38H,12-16H2,1-6H3/t19-,20+,21-,22+,23+,24-,25?,26+,27-,28+,30+,31-,32+,33-/m1/s1","[(1S,2R,3R,4R,5R,6S,7S,8R,9R,13S,16S,17R,18R)-8-acetyloxy-5,7-dihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-methyl-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate",1,PMID: 28056545
COC[C@@H](C[C@H]1O[C@@](O)([C@@H]([C@@H]2C[C@H](OC)[C@@H](O)CC/C=C(\C)/C=C/[C@H]([C@@H](/C=C(/C=C(/C=C(/C(=O)O2)\C)\C)\C)C)O[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@@H]2O)O)OC)O)[C@@H]([C@H]([C@H]1C)O)C)O[C@@H]1O[C@@H](C)[C@@H]([C@@](C1)(C)O)O[C@H]1C[C@@H](OC)[C@@H]([C@H](O1)C)O,Apoptolidin,11297771,"1S/C58H96O21/c1-29-17-16-18-40(59)43(69-13)25-45(76-55(65)33(5)23-31(3)21-30(2)22-32(4)41(20-19-29)77-56-51(63)50(62)52(71-15)37(9)74-56)53(64)58(67)35(7)48(60)34(6)42(79-58)24-39(28-68-12)75-47-27-57(11,66)54(38(10)73-47)78-46-26-44(70-14)49(61)36(8)72-46/h17,19-23,32,34-54,56,59-64,66-67H,16,18,24-28H2,1-15H3/b20-19+,29-17+,30-22+,31-21+,33-23+/t32-,34+,35-,36-,37+,38+,39-,40+,41-,42-,43+,44-,45+,46+,47+,48+,49-,50+,51+,52+,53-,54+,56+,57+,58-/m1/s1","(3E,5E,7E,9R,10R,11E,13E,17S,18S,20S)-20-[(R)-[(2R,3R,4S,5R,6R)-2,4-dihydroxy-6-[(2R)-2-[(2R,4S,5S,6S)-4-hydroxy-5-[(2S,4R,5R,6R)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4,6-dimethyloxan-2-yl]oxy-3-methoxypropyl]-3,5-dimethyloxan-2-yl]-hydroxymethyl]-10-[(2R,3S,4S,5R,6S)-3,4-dihydroxy-5-methoxy-6-methyloxan-2-yl]oxy-17-hydroxy-18-methoxy-3,5,7,9,13-pentamethyl-1-oxacycloicosa-3,5,7,11,13-pentaen-2-one",0,PMID: 16404760
COC[C@H]1OC(=O)c2c3[C@@]1(C)C1=C(C(=O)c3oc2)[C@H]2[C@@](C[C@H]1OC(=O)C)(C)C(=O)CC2,Wortmannin,312145,"1S/C23H24O8/c1-10(24)30-13-7-22(2)12(5-6-14(22)25)16-18(13)23(3)15(9-28-4)31-21(27)11-8-29-20(17(11)23)19(16)26/h8,12-13,15H,5-7,9H2,1-4H3/t12-,13+,15+,22-,23-/m0/s1","[(1R,3R,5S,9R,18S)-18-(methoxymethyl)-1,5-dimethyl-6,11,16-trioxo-13,17-dioxapentacyclo[10.6.1.02,10.05,9.015,19]nonadeca-2(10),12(19),14-trien-3-yl] acetate",1,PMID: 11864976
COC1=C(OC)C(=O)C(=C(C1=O)C)CCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Mitoquinone,11388332,"1S/C37H44O4P/c1-29-33(35(39)37(41-3)36(40-2)34(29)38)27-19-8-6-4-5-7-9-20-28-42(30-21-13-10-14-22-30,31-23-15-11-16-24-31)32-25-17-12-18-26-32/h10-18,21-26H,4-9,19-20,27-28H2,1-3H3/q+1","10-(4,5-dimethoxy-2-methyl-3,6-dioxocyclohexa-1,4-dien-1-yl)decyl-triphenylphosphanium",1,PMID: 32187955
COC1=C(OC)C(=O)C(=C(C1=O)C/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)\C)\C)\C)\C)\C)\C)C,Coenzyme Q10,5281915,"1S/C59H90O4/c1-44(2)24-15-25-45(3)26-16-27-46(4)28-17-29-47(5)30-18-31-48(6)32-19-33-49(7)34-20-35-50(8)36-21-37-51(9)38-22-39-52(10)40-23-41-53(11)42-43-55-54(12)56(60)58(62-13)59(63-14)57(55)61/h24,26,28,30,32,34,36,38,40,42H,15-23,25,27,29,31,33,35,37,39,41,43H2,1-14H3/b45-26+,46-28+,47-30+,48-32+,49-34+,50-36+,51-38+,52-40+,53-42+","2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl]-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",1,PMID: 31398498
COC1=CC(=O)O[C@H](C1)/C=C/c1ccc2c(c1)OCO2,Methysticin,5281567,"1S/C15H14O5/c1-17-12-7-11(20-15(16)8-12)4-2-10-3-5-13-14(6-10)19-9-18-13/h2-6,8,11H,7,9H2,1H3/b4-2+/t11-/m0/s1","(2R)-2-[(E)-2-(1,3-benzodioxol-5-yl)ethenyl]-4-methoxy-2,3-dihydropyran-6-one",1,HEPG2
COc1c(C/C=C(/CCC(=O)OCCN2CCOCC2)\C)c(O)c2c(c1C)COC2=O,Mycophenolate mofetil,5281078,"1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",2-morpholin-4-ylethyl (E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoate,1,PMID: 26770644
COc1c(ccc(c1OC)OC)CN1CCNCC1,Trimetazidine,21109,"1S/C14H22N2O3/c1-17-12-5-4-11(13(18-2)14(12)19-3)10-16-8-6-15-7-9-16/h4-5,15H,6-10H2,1-3H3","1-[(2,3,4-trimethoxyphenyl)methyl]piperazine",1,PMID: 30780111
COc1c(O)cc2c(c1O)c(=O)c(c(o2)c1ccc(c(c1)O)O)O,Patuletin,5281678,"1S/C16H12O8/c1-23-16-9(19)5-10-11(13(16)21)12(20)14(22)15(24-10)6-2-3-7(17)8(18)4-6/h2-5,17-19,21-22H,1H3","2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-6-methoxychromen-4-one",0,PMID: 29344187
COc1c2c(=O)cc(oc2cc2c1cco2)C,Visnagin,6716,"1S/C13H10O4/c1-7-5-9(14)12-11(17-7)6-10-8(3-4-16-10)13(12)15-2/h3-6H,1-2H3","4-methoxy-7-methylfuro[3,2-g]chromen-5-one",1,PMID: 32909422
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(c(c2)OC)O)ccc1O,Curcumin,969516,"1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-12,24-25H,13H2,1-2H3/b7-3+,8-4+","(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",0,"HEPG2, PMID: 10625938"
COc1cc(/C=C/C(=O)O)cc(c1O)OC,Sinapic acid,637775,"1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/b4-3+","(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoic acid",1,PMID: 33209047
COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34[C@H](C2(C)C)CC[C@@H]2[C@@]4(C3)CC[C@]3([C@@]2(C)CC[C@@H]3[C@@H](CCC=C(C)C)C)C)ccc1O,gamma-Oryzanol,5282164,"1S/C40H58O4/c1-26(2)10-9-11-27(3)29-18-20-38(7)33-16-15-32-36(4,5)34(19-21-39(32)25-40(33,39)23-22-37(29,38)6)44-35(42)17-13-28-12-14-30(41)31(24-28)43-8/h10,12-14,17,24,27,29,32-34,41H,9,11,15-16,18-23,25H2,1-8H3/b17-13+/t27-,29-,32+,33+,34+,37-,38+,39-,40+/m1/s1","[(1S,3R,6S,8R,11S,12S,15R,16R)-7,7,12,16-tetramethyl-15-[(2R)-6-methylhept-5-en-2-yl]-6-pentacyclo[9.7.0.01,3.03,8.012,16]octadecanyl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",0,HEPG2
COc1cc(/C=C/c2nc3c(n2C)c(=O)n(c(=O)n3CC)CC)ccc1OC,Istradefylline,5311037,"1S/C20H24N4O4/c1-6-23-18-17(19(25)24(7-2)20(23)26)22(3)16(21-18)11-9-13-8-10-14(27-4)15(12-13)28-5/h8-12H,6-7H2,1-5H3/b11-9+","8-[(E)-2-(3,4-dimethoxyphenyl)ethenyl]-1,3-diethyl-7-methylpurine-2,6-dione",1,PMID: 30134834
COc1cc(C)c(c(c1C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,Acitretin,5284513,"1S/C21H26O3/c1-14(8-7-9-15(2)12-21(22)23)10-11-19-16(3)13-20(24-6)18(5)17(19)4/h7-13H,1-6H3,(H,22,23)/b9-7+,11-10+,14-8+,15-12+","(2E,4E,6E,8E)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethylnona-2,4,6,8-tetraenoic acid",0,PMID: 18624760
COc1cc(C=O)ccc1O,Vanillin,1183,"1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",4-hydroxy-3-methoxybenzaldehyde,1,PMID: 32752227
COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)C,Etoposide,36462,"1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1","(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",0,PMID: 15909125
COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OCC2C(c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)C,"(8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofuro[6,5-f][1,3]benzodioxol-8-one",5284558,"1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15?,20-,21-,22+,24-,25-,26?,27-,29+/m1/s1","(8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",0,HEPG2
COc1cc(CCC(=O)C)ccc1O,Zingerone,31211,"1S/C11H14O3/c1-8(12)3-4-9-5-6-10(13)11(7-9)14-2/h5-7,13H,3-4H2,1-2H3",4-(4-hydroxy-3-methoxyphenyl)butan-2-one,1,PMID: 33670383
COc1cc(ccc1Cc1cn(c2c1cc(cc2)NC(=O)OC1CCCC1)C)C(=O)NS(=O)(=O)c1ccccc1C,Zafirlukast,5717,"1S/C31H33N3O6S/c1-20-8-4-7-11-29(20)41(37,38)33-30(35)22-13-12-21(28(17-22)39-3)16-23-19-34(2)27-15-14-24(18-26(23)27)32-31(36)40-25-9-5-6-10-25/h4,7-8,11-15,17-19,25H,5-6,9-10,16H2,1-3H3,(H,32,36)(H,33,35)",cyclopentyl N-[3-[[2-methoxy-4-[(2-methylphenyl)sulfonylcarbamoyl]phenyl]methyl]-1-methylindol-5-yl]carbamate,1,PMID: 31745068
COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1S(=O)(=O)C(C)C)Cl)N1CCC(CC1)N1CCN(CC1)C,"5-chloro-N4-(2-(isopropylsulfonyl)phenyl)-N2-(2-methoxy-4-(4-(4-methylpiperazin-1-yl)piperidin-1-yl)phenyl)pyrimidine-2,4-diamine",16038120,"1S/C30H40ClN7O3S/c1-21(2)42(39,40)28-8-6-5-7-26(28)33-29-24(31)20-32-30(35-29)34-25-10-9-23(19-27(25)41-4)37-13-11-22(12-14-37)38-17-15-36(3)16-18-38/h5-10,19-22H,11-18H2,1-4H3,(H2,32,33,34,35)","5-chloro-2-N-[2-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidin-1-yl]phenyl]-4-N-(2-propan-2-ylsulfonylphenyl)pyrimidine-2,4-diamine",0,PMID: 21245935
COc1cc(ccc1Nc1ncc2c(n1)N(CC(C(=O)N2C)(F)F)C1CCCC1)C(=O)NC1CCN(CC1)C,"4-[(9-Cyclopentyl-7,7-difluoro-5-methyl-6-oxo-6,7,8,9-tetrahydro-5H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino]-3-methoxy-N-(1-methylpiperidin-4-yl)benzamide",25015677,"1S/C27H35F2N7O3/c1-34-12-10-18(11-13-34)31-24(37)17-8-9-20(22(14-17)39-3)32-26-30-15-21-23(33-26)36(19-6-4-5-7-19)16-27(28,29)25(38)35(21)2/h8-9,14-15,18-19H,4-7,10-13,16H2,1-3H3,(H,31,37)(H,30,32,33)","4-[(9-cyclopentyl-7,7-difluoro-5-methyl-6-oxo-8H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino]-3-methoxy-N-(1-methylpiperidin-4-yl)benzamide",0,"CHO, HEPG2"
COc1cc(ccc1O)C(=O)C,Acetovanillone,2214,"1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",1-(4-hydroxy-3-methoxyphenyl)ethanone,1,PMID: 29696609
COc1cc(ccc1O)C(=O)O,Vanillic acid,8468,"1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)",4-hydroxy-3-methoxybenzoic acid,1,PMID: 25794854
COc1cc(ccc1O)C=C1CCCC(=Cc2ccc(c(c2)OC)O)C1=O,Cyclovalone,11366,"1S/C22H22O5/c1-26-20-12-14(6-8-18(20)23)10-16-4-3-5-17(22(16)25)11-15-7-9-19(24)21(13-15)27-2/h6-13,23-24H,3-5H2,1-2H3","2,6-bis[(4-hydroxy-3-methoxyphenyl)methylidene]cyclohexan-1-one",0,HEPG2
COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(c(c2O)OC)O,Jaceosidin,5379096,"1S/C17H14O7/c1-22-13-5-8(3-4-9(13)18)12-6-10(19)15-14(24-12)7-11(20)17(23-2)16(15)21/h3-7,18,20-21H,1-2H3","5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-methoxychromen-4-one",0,PMID: 18769496
COc1cc(O)c(c2c1C(=O)C[C@H](O2)c1ccc(cc1O)O)C[C@H](C(=C)C)CC=C(C)C,"7,2',4'-Trihydroxy-8-lavandulyl-5-methoxyflavanone",11982640,"1S/C26H30O6/c1-14(2)6-7-16(15(3)4)10-19-21(29)12-24(31-5)25-22(30)13-23(32-26(19)25)18-9-8-17(27)11-20(18)28/h6,8-9,11-12,16,23,27-29H,3,7,10,13H2,1-2,4-5H3/t16-,23+/m1/s1","(2S)-2-(2,4-dihydroxyphenyl)-7-hydroxy-5-methoxy-8-[(2R)-5-methyl-2-prop-1-en-2-ylhex-4-enyl]-2,3-dihydrochromen-4-one",0,PMID: 22932446
COc1cc(OC)ccc1S(=O)(=O)N1c2ccc(cc2[C@@](C1=O)(N1C[C@@H](C[C@H]1C(=O)N(C)C)O)c1ccccc1OC)Cl,Nelivaptan,9895468,"1S/C30H32ClN3O8S/c1-32(2)28(36)24-15-19(35)17-33(24)30(21-8-6-7-9-25(21)41-4)22-14-18(31)10-12-23(22)34(29(30)37)43(38,39)27-13-11-20(40-3)16-26(27)42-5/h6-14,16,19,24,35H,15,17H2,1-5H3/t19-,24+,30+/m1/s1","(2S,4R)-1-[(3R)-5-chloro-1-(2,4-dimethoxyphenyl)sulfonyl-3-(2-methoxyphenyl)-2-oxoindol-3-yl]-4-hydroxy-N,N-dimethylpyrrolidine-2-carboxamide",0,"CHO, HEPG2"
COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,2-Methoxyestradiol,66414,"1S/C19H26O3/c1-19-8-7-12-13(15(19)5-6-18(19)21)4-3-11-9-16(20)17(22-2)10-14(11)12/h9-10,12-13,15,18,20-21H,3-8H2,1-2H3/t12-,13+,15-,18-,19-/m0/s1","(8R,9S,13S,14S,17S)-2-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0,PMID: 12097276
COc1cc2c(cc1OC)CC(C2=O)CC1CCN(CC1)Cc1ccccc1,Donepezil,3152,"1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3","2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one",1,PMID: 24159418
COc1cc2c(cc1OC)OC[C@@H]1[C@H]2C(=O)c2c(O1)c1C[C@@H](Oc1cc2)C(=C)C,Rotenone,6758,"1S/C23H22O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,16,20-21H,1,8,10H2,2-4H3/t16-,20-,21+/m1/s1","(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",0,PMID: 11741286
COc1cc2c(cc1OCCCN1CCN(CC1)C)ncc(c2Nc1cc(OC)c(cc1Cl)Cl)C#N.CO,Bosutinib methanoate,46780884,"1S/C26H29Cl2N5O3.CH4O/c1-32-6-8-33(9-7-32)5-4-10-36-25-13-21-18(11-24(25)35-3)26(17(15-29)16-30-21)31-22-14-23(34-2)20(28)12-19(22)27;1-2/h11-14,16H,4-10H2,1-3H3,(H,30,31);2H,1H3","4-(2,4-dichloro-5-methoxyanilino)-6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinoline-3-carbonitrile;methanol",0,HEPG2
COc1cc2c(cc1OCCOCCN(C)C)nc(nc2NC1CCN(CC1)C)N1CCCN(CC1)C,"7-(2-(2-(Dimethylamino)ethoxy)ethoxy)-6-methoxy-2-(4-methyl-1,4-diazepan-1-yl)-N-(1-methylpiperidin-4-yl)quinazolin-4-amine",46901937,"1S/C27H45N7O3/c1-31(2)15-16-36-17-18-37-25-20-23-22(19-24(25)35-5)26(28-21-7-11-33(4)12-8-21)30-27(29-23)34-10-6-9-32(3)13-14-34/h19-21H,6-18H2,1-5H3,(H,28,29,30)","7-[2-[2-(dimethylamino)ethoxy]ethoxy]-6-methoxy-2-(4-methyl-1,4-diazepan-1-yl)-N-(1-methylpiperidin-4-yl)quinazolin-4-amine",1,PMID: 32877824
COc1cc2c(ncnc2cc1OCC1CCN(CC1)C)Nc1ccc(cc1F)Br,Vandetanib,3081361,"1S/C22H24BrFN4O2/c1-28-7-5-14(6-8-28)12-30-21-11-19-16(10-20(21)29-2)22(26-13-25-19)27-18-4-3-15(23)9-17(18)24/h3-4,9-11,13-14H,5-8,12H2,1-2H3,(H,25,26,27)",N-(4-bromo-2-fluorophenyl)-6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]quinazolin-4-amine,0,PMID: 21970874
COc1cc2c(ncnc2cc1OCCCN1CCOCC1)Nc1ccc(cc1)NC(=O)c1ccccc1,N-[4-[[6-Methoxy-7-[3-(4-morpholinyl)propoxy]-4-quinazolinyl]amino]phenyl]benzamide,9914412,"1S/C29H31N5O4/c1-36-26-18-24-25(19-27(26)38-15-5-12-34-13-16-37-17-14-34)30-20-31-28(24)32-22-8-10-23(11-9-22)33-29(35)21-6-3-2-4-7-21/h2-4,6-11,18-20H,5,12-17H2,1H3,(H,33,35)(H,30,31,32)",N-[4-[[6-methoxy-7-(3-morpholin-4-ylpropoxy)quinazolin-4-yl]amino]phenyl]benzamide,0,PMID: 24152827
COc1cc2C[C@@H](c2cc1OC)CN(CCCN1CCc2c(CC1=O)cc(c(c2)OC)OC)C,Ivabradine,132999,"1S/C27H36N2O5/c1-28(17-21-11-20-14-25(33-4)26(34-5)16-22(20)21)8-6-9-29-10-7-18-12-23(31-2)24(32-3)13-19(18)15-27(29)30/h12-14,16,21H,6-11,15,17H2,1-5H3/t21-/m1/s1","3-[3-[[(7S)-3,4-dimethoxy-7-bicyclo[4.2.0]octa-1,3,5-trienyl]methyl-methylamino]propyl]-7,8-dimethoxy-2,5-dihydro-1H-3-benzazepin-4-one",1,PMID: 29556195
COc1cc2cc(Oc3ccc4c(c3)oc(=O)cc4)c(=O)oc2cc1O,Daphnoretin,5281406,"1S/C19H12O7/c1-23-16-6-11-7-17(19(22)26-15(11)9-13(16)20)24-12-4-2-10-3-5-18(21)25-14(10)8-12/h2-9,20H,1H3",7-hydroxy-6-methoxy-3-(2-oxochromen-7-yl)oxychromen-2-one,0,PMID: 22231496
COc1cc2CCN([C@H]3c2cc1Oc1c2c(CCN([C@H]2Cc2ccc(Oc4cc(C3)ccc4OC)cc2)C)cc2c1OCO2)C,Cepharanthine,10206,"1S/C37H38N2O6/c1-38-13-11-24-18-31(41-4)33-20-27(24)28(38)16-23-7-10-30(40-3)32(17-23)44-26-8-5-22(6-9-26)15-29-35-25(12-14-39(29)2)19-34-36(37(35)45-33)43-21-42-34/h5-10,17-20,28-29H,11-16,21H2,1-4H3/t28-,29+/m1/s1","(14S,27R)-22,33-dimethoxy-13,28-dimethyl-2,5,7,20-tetraoxa-13,28-diazaoctacyclo[25.6.2.216,19.13,10.121,25.04,8.031,35.014,39]nonatriaconta-1(33),3(39),4(8),9,16(38),17,19(37),21,23,25(36),31,34-dodecaene",0,HEPG2
COc1cc2nc(cnc2cc1OC)c1ccccc1,"6,7-Dimethoxy-2-phenylquinoxaline",2049,"1S/C16H14N2O2/c1-19-15-8-12-13(9-16(15)20-2)18-14(10-17-12)11-6-4-3-5-7-11/h3-10H,1-2H3","6,7-dimethoxy-2-phenylquinoxaline",0,PMID: 26788146
COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1CCCO1.Cl,Terazosin hydrochloride,44383,"1S/C19H25N5O4.ClH/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14;/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22);1H","[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(oxolan-2-yl)methanone;hydrochloride",1,HEPG2
COc1cc2ncnc(c2cc1OCCCN1CCOCC1)Nc1ccc(c(c1)Cl)F,Gefitinib,123631,"1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)",N-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-morpholin-4-ylpropoxy)quinazolin-4-amine,0,HEPG2
