SMILES,Name,CID,InChI,IUPAC,Status,Source
CCN(S(=O)(=O)c1ccc(cc1)C(=O)O)CC,Etebenecid,14604,"1S/C11H15NO4S/c1-3-12(4-2)17(15,16)10-7-5-9(6-8-10)11(13)14/h5-8H,3-4H2,1-2H3,(H,13,14)",4-(diethylsulfamoyl)benzoic acid,0,ARE
CCN[C@@H](Cc1cccc(c1)C(F)(F)F)C.Cl,(-)-Fenfluramine hydrochloride,16219349,"1S/C12H16F3N.ClH/c1-3-16-9(2)7-10-5-4-6-11(8-10)12(13,14)15;/h4-6,8-9,16H,3,7H2,1-2H3;1H/t9-;/m1./s1",(2R)-N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine;hydrochloride,0,ARE
CCN[C@H](Cc1cccc(c1)C(F)(F)F)C.Cl,Dexfenfluramine hydrochloride,66264,"1S/C12H16F3N.ClH/c1-3-16-9(2)7-10-5-4-6-11(8-10)12(13,14)15;/h4-6,8-9,16H,3,7H2,1-2H3;1H/t9-;/m0./s1",(2S)-N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine;hydrochloride,0,ARE
CCN[C@H](Cc1ccccc1)C.Cl,(S)-(+)-N-Ethylamphetamine hydrochloride,60196330,"1S/C11H17N.ClH/c1-3-12-10(2)9-11-7-5-4-6-8-11;/h4-8,10,12H,3,9H2,1-2H3;1H/t10-;/m0./s1",(2S)-N-ethyl-1-phenylpropan-2-amine;hydrochloride,0,ARE
CCN[C@H]1C[C@H](C)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N.Cl,Dorzolamide hydrochloride,6918132,"1S/C10H16N2O4S3.ClH/c1-3-12-8-4-6(2)18(13,14)10-7(8)5-9(17-10)19(11,15)16;/h5-6,8,12H,3-4H2,1-2H3,(H2,11,15,16);1H/t6-,8-;/m0./s1","(4S,6S)-4-(ethylamino)-6-methyl-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide;hydrochloride",0,ARE
CCN1C(=O)c2c(C1Nc1ccc(cc1)OCCN1CCCCC1)cccc2,Etomidoline,3309,"1S/C23H29N3O2/c1-2-26-22(20-8-4-5-9-21(20)23(26)27)24-18-10-12-19(13-11-18)28-17-16-25-14-6-3-7-15-25/h4-5,8-13,22,24H,2-3,6-7,14-17H2,1H3",2-ethyl-3-[4-(2-piperidin-1-ylethoxy)anilino]-3H-isoindol-1-one,0,ARE
CCN1C=CN(C1C)C.Br,"1-ethyl-2,3-dimethyl-2H-imidazole;hydrobromide",60196374,"1S/C7H14N2.BrH/c1-4-9-6-5-8(3)7(9)2;/h5-7H,4H2,1-3H3;1H","1-ethyl-2,3-dimethyl-2H-imidazole;hydrobromide",0,ARE
CCn1c2ccc(cc2c2c1cccc2)[N+](=O)[O-],9-Ethyl-3-nitro-9H-carbazole,66573,"1S/C14H12N2O2/c1-2-15-13-6-4-3-5-11(13)12-9-10(16(17)18)7-8-14(12)15/h3-9H,2H2,1H3",9-ethyl-3-nitrocarbazole,0,ARE
CCn1c2ccc(cc2c2c1cccc2)N.Cl,(9-Ethyl-9H-carbazol-3-yl)ammonium chloride,22487,"1S/C14H14N2.ClH/c1-2-16-13-6-4-3-5-11(13)12-9-10(15)7-8-14(12)16;/h3-9H,2,15H2,1H3;1H",(9-ethylcarbazol-3-yl)azanium;chloride,1,ARE
CCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCNC(C1)C)c(c2)F.Cl,Lomefloxacin hydrochloride,68624,"1S/C17H19F2N3O3.ClH/c1-3-21-8-11(17(24)25)16(23)10-6-12(18)15(13(19)14(10)21)22-5-4-20-9(2)7-22;/h6,8-9,20H,3-5,7H2,1-2H3,(H,24,25);1H","1-ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid;hydrochloride",0,ARE
CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,Norfloxacin,4539,"1S/C16H18FN3O3/c1-2-19-9-11(16(22)23)15(21)10-7-12(17)14(8-13(10)19)20-5-3-18-4-6-20/h7-9,18H,2-6H2,1H3,(H,22,23)",1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,0,ARE
CCn1cc(C(=O)O)c(=O)c2c1cc1OCOc1c2,Oxolinic acid,4628,"1S/C13H11NO5/c1-2-14-5-8(13(16)17)12(15)7-3-10-11(4-9(7)14)19-6-18-10/h3-5H,2,6H2,1H3,(H,16,17)","5-ethyl-8-oxo-[1,3]dioxolo[4,5-g]quinoline-7-carboxylic acid",0,ARE
CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2,Nalidixic acid,4421,"1S/C12H12N2O3/c1-3-14-6-9(12(16)17)10(15)8-5-4-7(2)13-11(8)14/h4-6H,3H2,1-2H3,(H,16,17)","1-ethyl-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid",0,ARE
CCn1cc(C(=O)O)c(=O)c2c1nc(N1CCNCC1)c(c2)F,Enoxacin,3229,"1S/C15H17FN4O3/c1-2-19-8-10(15(22)23)12(21)9-7-11(16)14(18-13(9)19)20-5-3-17-4-6-20/h7-8,17H,2-6H2,1H3,(H,22,23)","1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid",0,ARE
CCn1cc(C(=O)O)c(=O)c2c1nc(nc2)N1CCCC1,Piromidic acid,4855,"1S/C14H16N4O3/c1-2-17-8-10(13(20)21)11(19)9-7-15-14(16-12(9)17)18-5-3-4-6-18/h7-8H,2-6H2,1H3,(H,20,21)","8-ethyl-5-oxo-2-pyrrolidin-1-ylpyrido[2,3-d]pyrimidine-6-carboxylic acid",0,ARE
CCn1cc(C(=O)O)c(=O)c2c1nc(nc2)N1CCNCC1,Pipemidic acid,4831,"1S/C14H17N5O3/c1-2-18-8-10(13(21)22)11(20)9-7-16-14(17-12(9)18)19-5-3-15-4-6-19/h7-8,15H,2-6H2,1H3,(H,21,22)","8-ethyl-5-oxo-2-piperazin-1-ylpyrido[2,3-d]pyrimidine-6-carboxylic acid",0,ARE
CCn1cc[n+](c1)C.[Br-],1-Ethyl-3-methylimidazolium bromide,2734235,"1S/C6H11N2.BrH/c1-3-8-5-4-7(2)6-8;/h4-6H,3H2,1-2H3;1H/q+1;/p-1",1-ethyl-3-methylimidazol-3-ium;bromide,0,ARE
CCn1cc[n+](c1)C.[I-],1-Ethyl-3-methylimidazolium Iodide,11075478,"1S/C6H11N2.HI/c1-3-8-5-4-7(2)6-8;/h4-6H,3H2,1-2H3;1H/q+1;/p-1",1-ethyl-3-methylimidazol-3-ium;iodide,0,ARE
CCn1cc[n+](c1)C.[N-]=C=NC#N,1-Ethyl-3-methylimidazolium dicyanamide,11159638,"1S/C6H11N2.C2N3/c1-3-8-5-4-7(2)6-8;3-1-5-2-4/h4-6H,3H2,1-2H3;/q+1;-1",cyanoiminomethylideneazanide;1-ethyl-3-methylimidazol-3-ium,0,ARE
CCn1cc[n+](c1)C.[S-]C#N,1-Ethyl-3-methylimidazolium thiocyanate,16211115,"1S/C6H11N2.CHNS/c1-3-8-5-4-7(2)6-8;2-1-3/h4-6H,3H2,1-2H3;3H/q+1;/p-1",1-ethyl-3-methylimidazol-3-ium;thiocyanate,0,ARE
CCn1cc[n+](c1)C.CCOS(=O)(=O)[O-],1-Ethyl-3-Methylimidazolium Ethylsulfate,12095229,"1S/C6H11N2.C2H6O4S/c1-3-8-5-4-7(2)6-8;1-2-6-7(3,4)5/h4-6H,3H2,1-2H3;2H2,1H3,(H,3,4,5)/q+1;/p-1",1-ethyl-3-methylimidazol-3-ium;ethyl sulfate,0,ARE
CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(c1OC)Cl.Cl,"Benzamide, 3-chloro-5-ethyl-N-((1-ethyl-2-pyrrolidinyl)methyl)-6-hydroxy-2-methoxy-, monohydrochloride, (S)-",57266,"1S/C17H25ClN2O3.ClH/c1-4-11-9-13(18)16(23-3)14(15(11)21)17(22)19-10-12-7-6-8-20(12)5-2;/h9,12,21H,4-8,10H2,1-3H3,(H,19,22);1H/t12-;/m0./s1",5-chloro-3-ethyl-N-[[(2S)-1-ethylpyrrolidin-1-ium-2-yl]methyl]-2-hydroxy-6-methoxybenzamide;chloride,0,ARE
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(c1OC)Cl,Raclopride,3033769,"1S/C15H20Cl2N2O3/c1-3-19-6-4-5-9(19)8-18-15(21)12-13(20)10(16)7-11(17)14(12)22-2/h7,9,20H,3-6,8H2,1-2H3,(H,18,21)/t9-/m0/s1","3,5-dichloro-N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2-hydroxy-6-methoxybenzamide",0,ARE
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(c1OC)Br,Remoxipride,54477,"1S/C16H23BrN2O3/c1-4-19-9-5-6-11(19)10-18-16(20)14-13(21-2)8-7-12(17)15(14)22-3/h7-8,11H,4-6,9-10H2,1-3H3,(H,18,20)/t11-/m0/s1","3-bromo-N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2,6-dimethoxybenzamide",0,ARE
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,Levosulpiride,688272,"1S/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)/t11-/m0/s1",N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2-methoxy-5-sulfamoylbenzamide,0,ARE
CCN1CCc2c(CC1)nc(o2)N.Cl.Cl,Azepexole hydrochloride,169743,"1S/C9H15N3O.2ClH/c1-2-12-5-3-7-8(4-6-12)13-9(10)11-7;;/h2-6H2,1H3,(H2,10,11);2*1H","6-ethyl-4,5,7,8-tetrahydro-[1,3]oxazolo[4,5-d]azepin-2-amine;dihydrochloride",0,ARE
CCN1CCCC(C1)OC(=O)C(c1ccccc1)c1ccccc1.Cl,Piperidolate hydrochloride,8520,"1S/C21H25NO2.ClH/c1-2-22-15-9-14-19(16-22)24-21(23)20(17-10-5-3-6-11-17)18-12-7-4-8-13-18;/h3-8,10-13,19-20H,2,9,14-16H2,1H3;1H","(1-ethylpiperidin-3-yl) 2,2-diphenylacetate;hydrochloride",0,ARE
CCN1CCCC1=O,1-Ethyl-2-pyrrolidinone,17595,"1S/C6H11NO/c1-2-7-5-3-4-6(7)8/h2-5H2,1H3",1-ethylpyrrolidin-2-one,0,ARE
CCN1CCCC1CNC(=O)C(c1ccccc1)(c1ccccc1)O,Epicainide,68862,"1S/C21H26N2O2/c1-2-23-15-9-14-19(23)16-22-20(24)21(25,17-10-5-3-6-11-17)18-12-7-4-8-13-18/h3-8,10-13,19,25H,2,9,14-16H2,1H3,(H,22,24)","N-[(1-ethylpyrrolidin-2-yl)methyl]-2-hydroxy-2,2-diphenylacetamide",0,ARE
CCN1CCCC1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)CC,Amisulpride,2159,"1S/C17H27N3O4S/c1-4-20-8-6-7-12(20)11-19-17(21)13-9-16(25(22,23)5-2)14(18)10-15(13)24-3/h9-10,12H,4-8,11,18H2,1-3H3,(H,19,21)",4-amino-N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide,0,ARE
CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,Sulpiride,5355,"1S/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)",N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,0,ARE
CCN1CCN(C(=O)C1=O)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@H]2C(=O)[O-])(C)C)c1ccccc1.[Na+],"sodium;(2R,5R,6R)-6-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",60196356,"1S/C23H27N5O7S.Na/c1-4-26-10-11-27(19(32)18(26)31)22(35)25-13(12-8-6-5-7-9-12)16(29)24-14-17(30)28-15(21(33)34)23(2,3)36-20(14)28;/h5-9,13-15,20H,4,10-11H2,1-3H3,(H,24,29)(H,25,35)(H,33,34);/q;+1/p-1/t13-,14-,15-,20-;/m1./s1","sodium;(2R,5R,6R)-6-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",0,ARE
CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c1ccc(cc1)O)C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)[O-])CSc1nnnn1C.[Na+],Cefoperazone sodium,23663974,"1S/C25H27N9O8S2.Na/c1-3-32-8-9-33(21(39)20(32)38)24(42)27-15(12-4-6-14(35)7-5-12)18(36)26-16-19(37)34-17(23(40)41)13(10-43-22(16)34)11-44-25-28-29-30-31(25)2;/h4-7,15-16,22,35H,3,8-11H2,1-2H3,(H,26,36)(H,27,42)(H,40,41);/q;+1/p-1/t15-,16-,22-;/m1./s1","sodium;(6R,7R)-7-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",0,ARE
CCN1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,Enrofloxacin,71188,"1S/C19H22FN3O3/c1-2-21-5-7-22(8-6-21)17-10-16-13(9-15(17)20)18(24)14(19(25)26)11-23(16)12-3-4-12/h9-12H,2-8H2,1H3,(H,25,26)",1-cyclopropyl-7-(4-ethylpiperazin-1-yl)-6-fluoro-4-oxoquinoline-3-carboxylic acid,0,ARE
CCN1CCN(CC1)c1nc2CCCCCCc2c(c1)c1ccc(cc1)F,Blonanserin,125564,"1S/C23H30FN3/c1-2-26-13-15-27(16-14-26)23-17-21(18-9-11-19(24)12-10-18)20-7-5-3-4-6-8-22(20)25-23/h9-12,17H,2-8,13-16H2,1H3","2-(4-ethylpiperazin-1-yl)-4-(4-fluorophenyl)-5,6,7,8,9,10-hexahydrocycloocta[b]pyridine",0,ARE
CCn1ccnc1CC1COc2c(O1)cccc2,Imiloxan,133621,"1S/C14H16N2O2/c1-2-16-8-7-15-14(16)9-11-10-17-12-5-3-4-6-13(12)18-11/h3-8,11H,2,9-10H2,1H3","2-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)-1-ethylimidazole",0,ARE
CCN1CCOCC1,N-Ethylmorpholine,7525,"1S/C6H13NO/c1-2-7-3-5-8-6-4-7/h2-6H2,1H3",4-ethylmorpholine,0,ARE
CCN1CN(CC)CN(C1)CC,"1,3,5-Triethylhexahydro-s-triazine",24512,"1S/C9H21N3/c1-4-10-7-11(5-2)9-12(6-3)8-10/h4-9H2,1-3H3","1,3,5-triethyl-1,3,5-triazinane",0,ARE
CCn1nc(C(=O)O)c(=O)c2c1cc1OCOc1c2,Cinoxacin,2762,"1S/C12H10N2O5/c1-2-14-7-4-9-8(18-5-19-9)3-6(7)11(15)10(13-14)12(16)17/h3-4H,2,5H2,1H3,(H,16,17)","1-ethyl-4-oxo-[1,3]dioxolo[4,5-g]cinnoline-3-carboxylic acid",0,ARE
CCn1nc(cc1C1CCN(CC1)C[C@H]1C[C@@H](C[C@@H]1c1cccc(c1)F)N([C@@H](C(=O)O)C(C)C)C)Cc1ccccc1,"(2R)-2-[[(1R,3S,4S)-3-[[4-(5-benzyl-2-ethylpyrazol-3-yl)piperidin-1-yl]methyl]-4-(3-fluorophenyl)cyclopentyl]-methylamino]-3-methylbutanoic acid",5481119,"1S/C35H47FN4O2/c1-5-40-33(21-30(37-40)18-25-10-7-6-8-11-25)26-14-16-39(17-15-26)23-28-20-31(38(4)34(24(2)3)35(41)42)22-32(28)27-12-9-13-29(36)19-27/h6-13,19,21,24,26,28,31-32,34H,5,14-18,20,22-23H2,1-4H3,(H,41,42)/t28-,31+,32-,34-/m1/s1","(2R)-2-[[(1R,3S,4S)-3-[[4-(5-benzyl-2-ethylpyrazol-3-yl)piperidin-1-yl]methyl]-4-(3-fluorophenyl)cyclopentyl]-methylamino]-3-methylbutanoic acid",0,ARE
CCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)CO)CC(C)C)CCCNC(=N)N,Fertirelin,188304,"1S/C55H76N16O12/c1-4-59-53(82)44-12-8-20-71(44)54(83)38(11-7-19-60-55(56)57)66-49(78)39(21-30(2)3)65-46(75)27-62-47(76)40(22-31-13-15-34(73)16-14-31)67-52(81)43(28-72)70-50(79)41(23-32-25-61-36-10-6-5-9-35(32)36)68-51(80)42(24-33-26-58-29-63-33)69-48(77)37-17-18-45(74)64-37/h5-6,9-10,13-16,25-26,29-30,37-44,61,72-73H,4,7-8,11-12,17-24,27-28H2,1-3H3,(H,58,63)(H,59,82)(H,62,76)(H,64,74)(H,65,75)(H,66,78)(H,67,81)(H,68,80)(H,69,77)(H,70,79)(H4,56,57,60)/t37-,38-,39-,40-,41-,42-,43-,44-/m0/s1",(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-1-[[(2S)-5-(diaminomethylideneamino)-1-[(2S)-2-(ethylcarbamoyl)pyrrolidin-1-yl]-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide,0,ARE
CCNC(=O)/C=C/c1cccc(c1)Br,Cinromide,688145,"1S/C11H12BrNO/c1-2-13-11(14)7-6-9-4-3-5-10(12)8-9/h3-8H,2H2,1H3,(H,13,14)/b7-6+",(E)-3-(3-bromophenyl)-N-ethylprop-2-enamide,0,ARE
CCNC(=O)C(OC(=O)Nc1ccccc1)C,Carbetamide,27689,"1S/C12H16N2O3/c1-3-13-11(15)9(2)17-12(16)14-10-7-5-4-6-8-10/h4-9H,3H2,1-2H3,(H,13,15)(H,14,16)",[1-(ethylamino)-1-oxopropan-2-yl] N-phenylcarbamate,0,ARE
CCNC(=O)C1CC(C)CCC1C(C)C,N-Ethyl-p-menthane-3-carboxamide,62907,"1S/C13H25NO/c1-5-14-13(15)12-8-10(4)6-7-11(12)9(2)3/h9-12H,5-8H2,1-4H3,(H,14,15)",N-ethyl-5-methyl-2-propan-2-ylcyclohexane-1-carboxamide,0,ARE
CCNC(=O)N1CCN(CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F.Cl,Amperozide hydrochloride,73334,"1S/C23H29F2N3O.ClH/c1-2-26-23(29)28-16-14-27(15-17-28)13-3-4-22(18-5-9-20(24)10-6-18)19-7-11-21(25)12-8-19;/h5-12,22H,2-4,13-17H2,1H3,(H,26,29);1H","4-[4,4-bis(4-fluorophenyl)butyl]-N-ethylpiperazine-1-carboxamide;hydrochloride",1,ARE
CCNC(=O)NC(=O)/C(=N/OC)/C#N,Cymoxanil,5364079,"1S/C7H10N4O3/c1-3-9-7(13)10-6(12)5(4-8)11-14-2/h3H2,1-2H3,(H2,9,10,12,13)/b11-5+",(1E)-2-(ethylcarbamoylamino)-N-methoxy-2-oxoethanimidoyl cyanide,0,ARE
CCNC(=O)NCc1cccc(c1)Cl,Lozilurea,68907,"1S/C10H13ClN2O/c1-2-12-10(14)13-7-8-4-3-5-9(11)6-8/h3-6H,2,7H2,1H3,(H2,12,13,14)",1-[(3-chlorophenyl)methyl]-3-ethylurea,0,ARE
CCNC(=O)NCCCOc1cccc(c1)CN1CCCCC1,Dalcotidine,129319,"1S/C18H29N3O2/c1-2-19-18(22)20-10-7-13-23-17-9-6-8-16(14-17)15-21-11-4-3-5-12-21/h6,8-9,14H,2-5,7,10-13,15H2,1H3,(H2,19,20,22)",1-ethyl-3-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]urea,0,ARE
CCNC(=S)NCC,"N,N'-Diethylthiourea",2735009,"1S/C5H12N2S/c1-3-6-5(8)7-4-2/h3-4H2,1-2H3,(H2,6,7,8)","1,3-diethylthiourea",0,ARE
CCNC(Cc1ccc2c(c1)OCO2)C.Cl,"N-Ethyl-alpha-methyl-1,3-benzodioxole-5-ethanamine hydrochloride",3057998,"1S/C12H17NO2.ClH/c1-3-13-9(2)6-10-4-5-11-12(7-10)15-8-14-11;/h4-5,7,9,13H,3,6,8H2,1-2H3;1H","1-(1,3-benzodioxol-5-yl)-N-ethylpropan-2-amine;hydrochloride",0,ARE
CCNc1ccc(c2c1cccc2)/C(=C\1/C=CC(=[N+](CC)CC)C=C1)/c1ccc(cc1)N(CC)CC.[Cl-],Basic blue 7,75444,"1S/C33H39N3.ClH/c1-6-34-32-24-23-31(29-13-11-12-14-30(29)32)33(25-15-19-27(20-16-25)35(7-2)8-3)26-17-21-28(22-18-26)36(9-4)10-5;/h11-24H,6-10H2,1-5H3;1H",[4-[bis[4-(diethylamino)phenyl]methylidene]naphthalen-1-ylidene]-ethylazanium;chloride,0,ARE
CCNc1cccc(c1)C,N-Ethyl-m-toluidine,7603,"1S/C9H13N/c1-3-10-9-6-4-5-8(2)7-9/h4-7,10H,3H2,1-2H3",N-ethyl-3-methylaniline,0,ARE
CCNc1ccccc1,N-Ethylaniline,7670,"1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",N-ethylaniline,0,ARE
CCNc1nc(Cl)nc(n1)NC(C)(C)C,Terbuthylazine,22206,"1S/C9H16ClN5/c1-5-11-7-12-6(10)13-8(14-7)15-9(2,3)4/h5H2,1-4H3,(H2,11,12,13,14,15)","2-N-tert-butyl-6-chloro-4-N-ethyl-1,3,5-triazine-2,4-diamine",0,ARE
CCNc1nc(N)nc(n1)Cl,Deisopropylatrazine,13878,"1S/C5H8ClN5/c1-2-8-5-10-3(6)9-4(7)11-5/h2H2,1H3,(H3,7,8,9,10,11)","6-chloro-2-N-ethyl-1,3,5-triazine-2,4-diamine",0,ARE
CCNc1nc(NC(C(C)C)C)nc(n1)SC,Dimethametryn,31573,"1S/C11H21N5S/c1-6-12-9-14-10(13-8(4)7(2)3)16-11(15-9)17-5/h7-8H,6H2,1-5H3,(H2,12,13,14,15,16)","4-N-ethyl-2-N-(3-methylbutan-2-yl)-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",0,ARE
CCNc1nc(NC(C)C)nc(n1)Cl,Atrazine,2256,"1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)","6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",0,ARE
CCNc1nc(NC(C)C)nc(n1)OC,Atraton,15359,"1S/C9H17N5O/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)","4-N-ethyl-6-methoxy-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",0,ARE
CCNc1nc(NC(CC)C)nc(n1)OC,Secbumeton,33443,"1S/C10H19N5O/c1-5-7(3)12-9-13-8(11-6-2)14-10(15-9)16-4/h7H,5-6H2,1-4H3,(H2,11,12,13,14,15)","2-N-butan-2-yl-4-N-ethyl-6-methoxy-1,3,5-triazine-2,4-diamine",0,ARE
CCNc1nc(nc(n1)Cl)NC(C#N)(C)C,Cyanazine,30773,"1S/C9H13ClN6/c1-4-12-7-13-6(10)14-8(15-7)16-9(2,3)5-11/h4H2,1-3H3,(H2,12,13,14,15,16)","2-[[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino]-2-methylpropanenitrile",0,ARE
CCNc1nc(NCC)nc(n1)Cl,Simazine,5216,"1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)","6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",0,ARE
CCNc1nc(NCC)nc(n1)SC,Simetryn,13905,"1S/C8H15N5S/c1-4-9-6-11-7(10-5-2)13-8(12-6)14-3/h4-5H2,1-3H3,(H2,9,10,11,12,13)","2-N,4-N-diethyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",0,ARE
CCNCC,Diethylamine,8021,"1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3",N-ethylethanamine,0,ARE
CCNCC.Cl,Diethylammonium chloride,12618,"1S/C4H11N.ClH/c1-3-5-4-2;/h5H,3-4H2,1-2H3;1H",diethylazanium;chloride,0,ARE
CCNCC(=C)C,N-Ethyl-2-methylallylamine,87587,"1S/C6H13N/c1-4-7-5-6(2)3/h7H,2,4-5H2,1,3H3",N-ethyl-2-methylprop-2-en-1-amine,0,ARE
CCNP(=S)(O/C(=C/C(=O)OC(C)C)/C)OC,Propetamphos,5372405,"1S/C10H20NO4PS/c1-6-11-16(17,13-5)15-9(4)7-10(12)14-8(2)3/h7-8H,6H2,1-5H3,(H,11,17)/b9-7+",propan-2-yl (E)-3-[ethylamino(methoxy)phosphinothioyl]oxybut-2-enoate,0,ARE
CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,Sulfluramid,77797,"1S/C10H6F17NO2S/c1-2-28-31(29,30)10(26,27)8(21,22)6(17,18)4(13,14)3(11,12)5(15,16)7(19,20)9(23,24)25/h28H,2H2,1H3","N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",1,ARE
CCNS(=O)(=O)c1ccc(cc1)C,N-Ethyl-P-toluenesulfonamide,6637,"1S/C9H13NO2S/c1-3-10-13(11,12)9-6-4-8(2)5-7-9/h4-7,10H,3H2,1-2H3",N-ethyl-4-methylbenzenesulfonamide,0,ARE
CCO,Ethanol,702,"1S/C2H6O/c1-2-3/h3H,2H2,1H3",ethanol,0,ARE
CCO[C@H]1O[C@@H]2OC3(C)CC[C@@H]4[C@]2([C@H]([C@H]1C)CC[C@H]4C)OO3,Dihydroartemisinin ethyl ether,72416,"1S/C17H28O5/c1-5-18-14-11(3)13-7-6-10(2)12-8-9-16(4)20-15(19-14)17(12,13)22-21-16/h10-15H,5-9H2,1-4H3/t10-,11-,12+,13+,14+,15-,16?,17-/m1/s1","(4S,5R,8S,9R,10S,12R,13R)-10-ethoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane",0,ARE
CCO[Si](c1ccccc1)(OCC)OCC,Phenyltriethoxysilane,13075,"1S/C12H20O3Si/c1-4-13-16(14-5-2,15-6-3)12-10-8-7-9-11-12/h7-11H,4-6H2,1-3H3",triethoxy(phenyl)silane,0,ARE
