SMILES,Name,CID,InChI,IUPAC,Status,Source
Cc1cnc(c(c1)C(=O)O)C1=NC(C(=O)N1)(C)C(C)C,Imazapic,91770,"1S/C14H17N3O3/c1-7(2)14(4)13(20)16-11(17-14)10-9(12(18)19)5-8(3)6-15-10/h5-7H,1-4H3,(H,18,19)(H,16,17,20)",5-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid,0,CCRIS
CC1NC(C)CN(C1)N=O,"1-Nitroso-3,5-dimethylpiperazine",92376,"1S/C6H13N3O/c1-5-3-9(8-10)4-6(2)7-5/h5-7H,3-4H2,1-2H3","3,5-dimethyl-1-nitrosopiperazine",1,CCRIS
CC1OCCN1N=O,2-Methyl-3-nitrosooxazolidine,38357,"1S/C4H8N2O2/c1-4-6(5-7)2-3-8-4/h4H,2-3H2,1H3","2-methyl-3-nitroso-1,3-oxazolidine",1,CCRIS
CCC(=O)CNCN=O,N-Nitrosomethyl(2-oxobutyl)amine,128951,"1S/C5H10N2O2/c1-2-5(8)3-6-4-7-9/h6H,2-4H2,1H3",1-(nitrosomethylamino)butan-2-one,1,CCRIS
CCC(=O)OCCCCCC(C)C,"Propanoic acid, isooctyl ester",111811,"1S/C11H22O2/c1-4-11(12)13-9-7-5-6-8-10(2)3/h10H,4-9H2,1-3H3",6-methylheptyl propanoate,0,CCRIS
CCC(OC(C(=O)c1ccccc1)OC(CC)C)C,"2,2-Di-sec-butoxyacetophenone",93376,"1S/C16H24O3/c1-5-12(3)18-16(19-13(4)6-2)15(17)14-10-8-7-9-11-14/h7-13,16H,5-6H2,1-4H3","2,2-di(butan-2-yloxy)-1-phenylethanone",0,CCRIS
CCC(OC)O,Methoxypropanol,3032390,"1S/C4H10O2/c1-3-4(5)6-2/h4-5H,3H2,1-2H3",1-methoxypropan-1-ol,0,CCRIS
CCC/C=C/C=C/C=C/C1C2C1C1C(C2/C=C\C=C)C=CCC(=O)O[C@]23[C@@](COC1=O)(C)[C@H]2[C@@H]1C=C(CO)C[C@]2(C([C@]1([C@@H](C3)C)O)C=C(C2=O)C)O,,NA,,,0,CCRIS
CCC1=C(C)CN(C1=O)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCC(CC1)C,Glimepiride,3476,"1S/C24H34N4O5S/c1-4-21-17(3)15-28(22(21)29)24(31)25-14-13-18-7-11-20(12-8-18)34(32,33)27-23(30)26-19-9-5-16(2)6-10-19/h7-8,11-12,16,19H,4-6,9-10,13-15H2,1-3H3,(H,25,31)(H2,26,27,30)",4-ethyl-3-methyl-N-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-5-oxo-2H-pyrrole-1-carboxamide,0,CCRIS
CCC1C(c2ccc(cc2)O)C(c2c1ccc(c2)O)C,Indanestrol,156224,"1S/C18H20O2/c1-3-15-16-9-8-14(20)10-17(16)11(2)18(15)12-4-6-13(19)7-5-12/h4-11,15,18-20H,3H2,1-2H3","1-ethyl-2-(4-hydroxyphenyl)-3-methyl-2,3-dihydro-1H-inden-5-ol",0,CCRIS
CCc1cc2ccccc2c2c1c1[C@@H]3O[C@@H]3[C@@H]([C@H](c1cc2)O)O,Ccris 2842,147468,"1S/C20H18O3/c1-2-10-9-11-5-3-4-6-12(11)13-7-8-14-16(15(10)13)19-20(23-19)18(22)17(14)21/h3-9,17-22H,2H2,1H3/t17-,18+,19-,20+/m0/s1","(3S,5R,6R,7S)-19-ethyl-4-oxapentacyclo[9.8.0.02,8.03,5.012,17]nonadeca-1(11),2(8),9,12,14,16,18-heptaene-6,7-diol",0,CCRIS
CCCC(N(CCCC(=O)OC)N=O)OC(=O)C,Ccris 122,150131,"1S/C11H20N2O5/c1-4-6-10(18-9(2)14)13(12-16)8-5-7-11(15)17-3/h10H,4-8H2,1-3H3",methyl 4-[1-acetyloxybutyl(nitroso)amino]butanoate,1,CCRIS
CCCCC(COS(=O)(=O)[O-])CC,2-Ethylhexyl sulfate,498033,"1S/C8H18O4S/c1-3-5-6-8(4-2)7-12-13(9,10)11/h8H,3-7H2,1-2H3,(H,9,10,11)/p-1",2-ethylhexyl sulfate,0,ISSCAN
CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,Testosterone enanthate,9416,"1S/C26H40O3/c1-4-5-6-7-8-24(28)29-23-12-11-21-20-10-9-18-17-19(27)13-15-25(18,2)22(20)14-16-26(21,23)3/h17,20-23H,4-16H2,1-3H3/t20-,21-,22-,23-,25-,26-/m0/s1","[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] heptanoate",1,CCRIS
CCCCCCCCCc1ccc(cc1)OCCO,Nonoxinol,7700,"1S/C17H28O2/c1-2-3-4-5-6-7-8-9-16-10-12-17(13-11-16)19-15-14-18/h10-13,18H,2-9,14-15H2,1H3",2-(4-nonylphenoxy)ethanol,0,CCRIS
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@H]([C@H]3[C@]1(OC(=O)C)C3(C)C)C=C(C[C@]1([C@H]2C=C(C1=O)C)O)CO,Phorbol 12-myristate 13-acetate,27924,"1S/C36H56O8/c1-7-8-9-10-11-12-13-14-15-16-17-18-29(39)43-32-24(3)35(42)27(30-33(5,6)36(30,32)44-25(4)38)20-26(22-37)21-34(41)28(35)19-23(2)31(34)40/h19-20,24,27-28,30,32,37,41-42H,7-18,21-22H2,1-6H3/t24-,27+,28-,30-,32-,34-,35-,36-/m1/s1","[(1S,2S,6R,10S,11R,13S,14R,15R)-13-acetyloxy-1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-5-oxo-14-tetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dienyl] tetradecanoate",1,CCRIS
CCCCCCCCCCCCCC(=O)ON(c1ccc2c(c1)Cc1c2ccc(c1)I)C(=O)C,N-Myristoyloxy-N-acetyl-2-amino-7-iodofluorene,54345,"1S/C29H38INO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-29(33)34-31(22(2)32)26-16-18-28-24(21-26)19-23-20-25(30)15-17-27(23)28/h15-18,20-21H,3-14,19H2,1-2H3",[acetyl-(7-iodo-9H-fluoren-2-yl)amino] tetradecanoate,1,CCRIS
CCCCCCCCCN(N=O)C,N-Nitrosomethylnonylamine,53393,"1S/C10H22N2O/c1-3-4-5-6-7-8-9-10-12(2)11-13/h3-10H2,1-2H3",N-methyl-N-nonylnitrous amide,1,CCRIS
CCCCCCCCN(N=O)C,"1-Octanamine, N-methyl-N-nitroso-",36828,"1S/C9H20N2O/c1-3-4-5-6-7-8-9-11(2)10-12/h3-9H2,1-2H3",N-methyl-N-octylnitrous amide,1,CCRIS
CCCCCCCN(N=O)C,N-Nitrosomethylheptylamine,27822,"1S/C8H18N2O/c1-3-4-5-6-7-8-10(2)9-11/h3-8H2,1-2H3",N-heptyl-N-methylnitrous amide,1,CCRIS
CCCCCCN(N=O)C,Nitrosomethyl-N-hexylamine,34273,"1S/C7H16N2O/c1-3-4-5-6-7-9(2)8-10/h3-7H2,1-2H3",N-hexyl-N-methylnitrous amide,1,CCRIS
CCCCCCOc1cc2C(=O)CCc2c2c1c1ccccc1cc2,"11-(Hexyloxy)-15,16-dihydro-17H-cyclopenta(a)phenanthren-17-one",154201,"1S/C23H24O2/c1-2-3-4-7-14-25-22-15-20-18(12-13-21(20)24)19-11-10-16-8-5-6-9-17(16)23(19)22/h5-6,8-11,15H,2-4,7,12-14H2,1H3","11-hexoxy-15,16-dihydrocyclopenta[a]phenanthren-17-one",0,CCRIS
CCCCCN(N=O)C,N-Amyl-N-methylnitrosamine,25805,"1S/C6H14N2O/c1-3-4-5-6-8(2)7-9/h3-6H2,1-2H3",N-methyl-N-pentylnitrous amide,1,CCRIS
CCCCN(C(=O)CCC(=O)OCC)N=O,Ethyl N-butyl-N-nitrososuccinamate,150695,"1S/C10H18N2O4/c1-3-5-8-12(11-15)9(13)6-7-10(14)16-4-2/h3-8H2,1-2H3",ethyl 4-[butyl(nitroso)amino]-4-oxobutanoate,1,CCRIS
CCCCN(C(=O)CCC)N=O,N-Butyl-N-nitrosobutyramide,149617,"1S/C8H16N2O2/c1-3-5-7-10(9-12)8(11)6-4-2/h3-7H2,1-2H3",N-butyl-N-nitrosobutanamide,1,CCRIS
CCCCN(C(CCC)OO)N=O,N-Butyl-N-(1-hydroperoxybutyl)nitrosamine,149520,"1S/C8H18N2O3/c1-3-5-7-10(9-11)8(13-12)6-4-2/h8,12H,3-7H2,1-2H3",N-butyl-N-(1-hydroperoxybutyl)nitrous amide,1,CCRIS
CCCCN(C(OC(=O)C)CCC)N=O,1-(Butylnitrosoamino)butyl acetate,42094,"1S/C10H20N2O3/c1-4-6-8-12(11-14)10(7-5-2)15-9(3)13/h10H,4-8H2,1-3H3",1-[butyl(nitroso)amino]butyl acetate,1,CCRIS
CCCCN(N=O)C1CCC(=O)O1,4-(N-Butylnitrosamino)-4-hydroxybutyric acid lactone,51804,"1S/C8H14N2O3/c1-2-3-6-10(9-12)7-4-5-8(11)13-7/h7H,2-6H2,1H3",N-butyl-N-(5-oxooxolan-2-yl)nitrous amide,1,CCRIS
CCCCN(N=O)CC,N-Ethyl-N-nitrosobutylamine,20680,"1S/C6H14N2O/c1-3-5-6-8(4-2)7-9/h3-6H2,1-2H3",N-butyl-N-ethylnitrous amide,1,CCRIS
CCCCNC(=O)OCC#CI,3-Iodo-2-propynyl butylcarbamate,62097,"1S/C8H12INO2/c1-2-3-6-10-8(11)12-7-4-5-9/h2-3,6-7H2,1H3,(H,10,11)",3-iodoprop-2-ynyl N-butylcarbamate,0,CCRIS
CCCI,1-Iodopropane,33643,"1S/C3H7I/c1-2-3-4/h2-3H2,1H3",1-iodopropane,1,CCRIS
CCCN(CC(=O)C)N=O,2-Oxopropyl-n-propylnitrosamine,91630,"1S/C6H12N2O2/c1-3-4-8(7-10)5-6(2)9/h3-5H2,1-2H3",N-(2-oxopropyl)-N-propylnitrous amide,1,CCRIS
CCCN(COC(=O)C)N=O,N-Propyl-N-(acetoxymethyl)nitrosamine,47807,"1S/C6H12N2O3/c1-3-4-8(7-10)5-11-6(2)9/h3-5H2,1-2H3",[nitroso(propyl)amino]methyl acetate,1,CCRIS
CCCN[NH3+].[Cl-],n-Propylhydrazine hydrochloride,42006,"1S/C3H10N2.ClH/c1-2-3-5-4;/h5H,2-4H2,1H3;1H",propylaminoazanium;chloride,1,CCRIS
CCCOC(=O)N,Propyl carbamate,12306,"1S/C4H9NO2/c1-2-3-7-4(5)6/h2-3H2,1H3,(H2,5,6)",propyl carbamate,1,CCRIS
CCN(/C(=N\[N+](=O)[O-])/N)N=O,CID 20238,20238,"1S/C3H7N5O3/c1-2-7(6-9)3(4)5-8(10)11/h2H2,1H3,(H2,4,5)",1-ethyl-2-nitro-1-nitrosoguanidine,1,CCRIS
CCN(C(=O)C)N=O,N-Ethyl-N-formylmethylnitrosamine,24849110,"1S/C4H8N2O2/c1-3-6(5-8)4(2)7/h3H2,1-2H3",N-ethyl-N-nitrosoacetamide,1,CCRIS
CCN(C(=O)N(N=O)C)CC,"1,1-Diethyl-3-methyl-3-nitrosourea",39589,"1S/C6H13N3O2/c1-4-9(5-2)6(10)8(3)7-11/h4-5H2,1-3H3","1,1-diethyl-3-methyl-3-nitrosourea",1,CCRIS
CCN(C(=O)N(N=O)CC)CC,Nitrosotriethylurea,39587,"1S/C7H15N3O2/c1-4-9(5-2)7(11)10(6-3)8-12/h4-6H2,1-3H3","1,1,3-triethyl-3-nitrosourea",1,CCRIS
CCN(C(=O)NC)N=O,1-Nitroso-1-ethyl-3-methylurea,126434,"1S/C4H9N3O2/c1-3-7(6-9)4(8)5-2/h3H2,1-2H3,(H,5,8)",1-ethyl-3-methyl-1-nitrosourea,1,CCRIS
CCN(c1ccc(cc1)C(=C1C=CC(=[N+](C)C)C=C1)c1ccc(cc1)N(Cc1cccc(c1)S(=O)(=O)O)CC)Cc1cccc(c1)S(=O)(=O)[O-].[Na+],Acid Violet,23691992,"1S/C39H41N3O6S2.Na/c1-5-41(27-29-9-7-11-37(25-29)49(43,44)45)35-21-15-32(16-22-35)39(31-13-19-34(20-14-31)40(3)4)33-17-23-36(24-18-33)42(6-2)28-30-10-8-12-38(26-30)50(46,47)48;/h7-26H,5-6,27-28H2,1-4H3,(H-,43,44,45,46,47,48);/q;+1","sodium;3-[[4-[(4-dimethylazaniumylidenecyclohexa-2,5-dien-1-ylidene)-[4-[ethyl-[(3-sulfophenyl)methyl]amino]phenyl]methyl]-N-ethylanilino]methyl]benzenesulfonate",1,CCRIS
CCN(c1ccc2c(c1)oc1c(c2c2ccc(cc2S(=O)(=O)[O-])S(=O)(=O)[O-])ccc(=[N+](CC)CC)c1)CC.[Na+],Acid red 52,9916275,"1S/C27H30N2O7S2.Na/c1-5-28(6-2)18-9-12-21-24(15-18)36-25-16-19(29(7-3)8-4)10-13-22(25)27(21)23-14-11-20(37(30,31)32)17-26(23)38(33,34)35;/h9-17H,5-8H2,1-4H3,(H-,30,31,32,33,34,35);/q;+1/p-1","sodium;4-[3-(diethylamino)-6-diethylazaniumylidenexanthen-9-yl]benzene-1,3-disulfonate",0,CCRIS
CCN(c1ccc2c(c1)oc1c(c2c2ccccc2C(=O)O)ccc(=[N+](CC)CC)c1)CC.[Cl-],Rhodamine B,6694,"1S/C28H30N2O3.ClH/c1-5-29(6-2)19-13-15-23-25(17-19)33-26-18-20(30(7-3)8-4)14-16-24(26)27(23)21-11-9-10-12-22(21)28(31)32;/h9-18H,5-8H2,1-4H3;1H",[9-(2-carboxyphenyl)-6-(diethylamino)xanthen-3-ylidene]-diethylazanium;chloride,0,CCRIS
CCN(CC(=O)O)N=O,N-Ethyl-N-nitrosoglycine,170434,"1S/C4H8N2O3/c1-2-6(5-9)3-4(7)8/h2-3H2,1H3,(H,7,8)",2-[ethyl(nitroso)amino]acetic acid,0,CCRIS
CCN(CC#CC(OC(=O)C(c1ccccc1)(C1CCCCC1)O)(C)C)CC.Cl,Temiverine hydrochloride,148165,"1S/C24H35NO3.ClH/c1-5-25(6-2)19-13-18-23(3,4)28-22(26)24(27,20-14-9-7-10-15-20)21-16-11-8-12-17-21;/h7,9-10,14-15,21,27H,5-6,8,11-12,16-17,19H2,1-4H3;1H",[5-(diethylamino)-2-methylpent-3-yn-2-yl] 2-cyclohexyl-2-hydroxy-2-phenylacetate;hydrochloride,0,CCRIS
CCN(COC(=O)C)N=O,N-Ethyl-N-(acetoxymethyl)nitrosamine,47793,"1S/C5H10N2O3/c1-3-7(6-9)4-10-5(2)8/h3-4H2,1-2H3",[ethyl(nitroso)amino]methyl acetate,1,CCRIS
CCN(N=O)C=C,Vinylethylnitrosamine,25807,"1S/C4H8N2O/c1-3-6(4-2)5-7/h3H,1,4H2,2H3",N-ethenyl-N-ethylnitrous amide,1,CCRIS
CCn1c2ccc(cc2c2c1cccc2)[NH3+].[Cl-],(9-Ethyl-9H-carbazol-3-yl)ammonium chloride,22487,"1S/C14H14N2.ClH/c1-2-16-13-6-4-3-5-11(13)12-9-10(15)7-8-14(12)16;/h3-9H,2,15H2,1H3;1H",(9-ethylcarbazol-3-yl)azanium;chloride,1,CCRIS
CCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)CO)COC(C)(C)C)CC(C)C)CCCN=C(N)N,Buserelin,50225,"1S/C60H86N16O13/c1-7-64-57(87)48-15-11-23-76(48)58(88)41(14-10-22-65-59(61)62)69-51(81)42(24-33(2)3)70-56(86)47(31-89-60(4,5)6)75-52(82)43(25-34-16-18-37(78)19-17-34)71-55(85)46(30-77)74-53(83)44(26-35-28-66-39-13-9-8-12-38(35)39)72-54(84)45(27-36-29-63-32-67-36)73-50(80)40-20-21-49(79)68-40/h8-9,12-13,16-19,28-29,32-33,40-48,66,77-78H,7,10-11,14-15,20-27,30-31H2,1-6H3,(H,63,67)(H,64,87)(H,68,79)(H,69,81)(H,70,86)(H,71,85)(H,72,84)(H,73,80)(H,74,83)(H,75,82)(H4,61,62,65)/t40-,41-,42-,43-,44-,45-,46-,47+,48-/m0/s1",(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-5-(diaminomethylideneamino)-1-[(2S)-2-(ethylcarbamoyl)pyrrolidin-1-yl]-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-[(2-methylpropan-2-yl)oxy]-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide,0,CCRIS
CCNC(=O)N(N=O)CC,"1,3-Diethyl-1-nitrosourea",96620,"1S/C5H11N3O2/c1-3-6-5(9)8(4-2)7-10/h3-4H2,1-2H3,(H,6,9)","1,3-diethyl-1-nitrosourea",1,CCRIS
CCNNCC,"1,2-Diethylhydrazine",15374,"1S/C4H12N2/c1-3-5-6-4-2/h5-6H,3-4H2,1-2H3","1,2-diethylhydrazine",1,CCRIS
CCO[Si](OCC)(OCC)CCCOCC1CO1,(3-Glycidyloxypropyl)triethoxysilane,102856,"1S/C12H26O5Si/c1-4-15-18(16-5-2,17-6-3)9-7-8-13-10-12-11-14-12/h12H,4-11H2,1-3H3",triethoxy-[3-(oxiran-2-ylmethoxy)propyl]silane,0,CCRIS
CCOC(=O)C(=C(c1ccccc1)N[O-])C(=O)OCC.[Na+],"Ethyl alpha-(ethoxyhydroxymethylene)-beta-oxohydrocinnamate beta-oxime, sodium salt",23667633,"1S/C14H16NO5.Na/c1-3-19-13(16)11(14(17)20-4-2)12(15-18)10-8-6-5-7-9-10;/h5-9,15H,3-4H2,1-2H3;/q-1;+1",sodium;diethyl 2-[(oxidoamino)-phenylmethylidene]propanedioate,1,CCRIS
CCOC(=O)NO,N-Hydroxyurethane,11510,"1S/C3H7NO3/c1-2-7-3(5)4-6/h6H,2H2,1H3,(H,4,5)",ethyl N-hydroxycarbamate,1,CCRIS
CI,Iodomethane,6328,1S/CH3I/c1-2/h1H3,iodomethane,1,CCRIS
Cl[C@H]1[C@@]2(Cl)[C@H]3C4C5C1(Cl)C([C@]2(Cl)C5[C@@H]3[C@@H]1[C@H]4O1)(Cl)Cl,"(1R,2S,3S,4S,7S,11S,13R)-3,4,5,6,6,7-hexachloro-12-oxahexacyclo[6.5.0.02,10.03,7.05,9.011,13]tridecane",122361661,"1S/C12H8Cl6O/c13-8-9(14)3-1-4-5(2(3)7-6(1)19-7)11(9,16)12(17,18)10(4,8)15/h1-8H/t1?,2-,3+,4?,5?,6+,7-,8+,9+,10?,11+/m1/s1","(1R,2S,3S,4S,7S,11S,13R)-3,4,5,6,6,7-hexachloro-12-oxahexacyclo[6.5.0.02,10.03,7.05,9.011,13]tridecane",0,CCRIS
Cl[Sn]Cl,Stannous chloride,24479,1S/2ClH.Sn/h2*1H;/q;;+2/p-2,dichlorotin,0,CCRIS
ClC(C(SN1C(=O)[C@@H]2[C@H](C1=O)CC=CC2)(Cl)Cl)Cl,cis-Captafol,16760159,"1S/C10H9Cl4NO2S/c11-9(12)10(13,14)18-15-7(16)5-3-1-2-4-6(5)8(15)17/h1-2,5-6,9H,3-4H2/t5-,6+","(3aS,7aR)-2-(1,1,2,2-tetrachloroethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",1,CCRIS
ClC(c1ccccc1)Cl,Benzal chloride,7411,"1S/C7H6Cl2/c8-7(9)6-4-2-1-3-5-6/h1-5,7H",dichloromethylbenzene,0,CCRIS
ClC(SN1C(=O)[C@@H]2[C@H](C1=O)CC=CC2)(Cl)Cl,"1,2,3,6-Tetrahydro-N-(trichloromethylthio)phthalimide",18594026,"1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2/t5-,6+","(3aR,7aS)-2-(trichloromethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",1,CCRIS
ClC[C@@H]1O[C@@H]1Cl,"cis-1,3-Dichloropropene oxide",119516,"1S/C3H4Cl2O/c4-1-2-3(5)6-2/h2-3H,1H2/t2-,3-/m0/s1","(2R,3S)-2-chloro-3-(chloromethyl)oxirane",1,CCRIS
ClC[C@H]1O[C@@H]1Cl,"trans-1,3-Dichloropropene oxide",149399,"1S/C3H4Cl2O/c4-1-2-3(5)6-2/h2-3H,1H2/t2-,3+/m1/s1","(2R,3R)-2-chloro-3-(chloromethyl)oxirane",1,CCRIS
ClC/C=C\Cl,"(Z)-1,3-Dichloropropene",5280970,"1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1-","(Z)-1,3-dichloroprop-1-ene",1,CCRIS
ClC1=CC(=C([C@@H]2[C@H]1O2)Cl)c1cc(Cl)ccc1Cl,"2,2',5,5'-Tetrachlorobiphenyl 3,4-oxide",121489661,"1S/C12H6Cl4O/c13-5-1-2-8(14)6(3-5)7-4-9(15)11-12(17-11)10(7)16/h1-4,11-12H/t11-,12+/m0/s1","(1S,6R)-2,5-dichloro-3-(2,5-dichlorophenyl)-7-oxabicyclo[4.1.0]hepta-2,4-diene",0,CCRIS
Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)c(Cl)c(c(c1)Cl)Cl,"1,2,3,6,7,8-Hexachlorodibenzo-P-dioxin",42540,1S/C12H2Cl6O2/c13-3-1-5-11(9(17)7(3)15)20-6-2-4(14)8(16)10(18)12(6)19-5/h1-2H,"1,2,3,6,7,8-hexachlorodibenzo-p-dioxin",1,CCRIS
Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)c(Cl)c(c(c1Cl)Cl)Cl,"1,2,3,4,6,7,8-Heptachlorodibenzo-P-dioxin",37270,1S/C12HCl7O2/c13-2-1-3-10(7(17)4(2)14)21-12-9(19)6(16)5(15)8(18)11(12)20-3/h1H,"1,2,3,4,6,7,8-heptachlorodibenzo-p-dioxin",1,CCRIS
Clc1cc(Cl)c(cc1c1ccc(c(c1)Cl)Cl)Cl,"2,3',4,4',5-Pentachlorobiphenyl",35823,1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,"1,2,4-trichloro-5-(3,4-dichlorophenyl)benzene",1,CCRIS
Clc1cc(N)c(c(n1)C(=O)O)Cl,Aminopyralid,213012,"1S/C6H4Cl2N2O2/c7-3-1-2(9)4(8)5(10-3)6(11)12/h1H,(H2,9,10)(H,11,12)","4-amino-3,6-dichloropyridine-2-carboxylic acid",0,CCRIS
ClC1CC2C(C1Cl)[C@@]1(C([C@@]2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,Chlorindan,11954021,"1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2?,3?,4?,5?,8-,9+/m0/s1","(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",1,CCRIS
Clc1cc2c(cc1Cl)oc1c2cc(Cl)c(c1Cl)Cl,"2,3,4,7,8-Pentachlorodibenzofuran",42128,1S/C12H3Cl5O/c13-6-1-4-5-2-8(15)10(16)11(17)12(5)18-9(4)3-7(6)14/h1-3H,"2,3,4,7,8-pentachlorodibenzofuran",1,CCRIS
Clc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccccc1Cl.Clc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(cc1)Cl,Ddt Technical,91560,"1S/2C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10;15-10-7-5-9(6-8-10)13(14(17,18)19)11-3-1-2-4-12(11)16/h2*1-8,13H","1-chloro-2-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene;1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",1,CCRIS
Clc1ccc(cc1c1cc(Cl)ccc1Cl)Cl,"2,2',5,5'-Tetrachlorobiphenyl",37248,1S/C12H6Cl4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H,"1,4-dichloro-2-(2,5-dichlorophenyl)benzene",0,CCRIS
Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1)Cl)Cl,"3,3',4,4',5-Pentachlorobiphenyl",63090,1S/C12H5Cl5/c13-8-2-1-6(3-9(8)14)7-4-10(15)12(17)11(16)5-7/h1-5H,"1,2,3-trichloro-5-(3,4-dichlorophenyl)benzene",1,CCRIS
ClCC[NH+](C(COc1ccccc1)C)Cc1ccccc1.[Cl-],Dibenzyline,6141,"1S/C18H22ClNO.ClH/c1-16(15-21-18-10-6-3-7-11-18)20(13-12-19)14-17-8-4-2-5-9-17;/h2-11,16H,12-15H2,1H3;1H",benzyl-(2-chloroethyl)-(1-phenoxypropan-2-yl)azanium;chloride,1,CCRIS
ClCc1ccc(o1)C=O,5-Chloromethylfurfural,74191,"1S/C6H5ClO2/c7-3-5-1-2-6(4-8)9-5/h1-2,4H,3H2",5-(chloromethyl)furan-2-carbaldehyde,1,CCRIS
ClCCC(CCCC(CCCC(CCCC(CCCC(CCCC(Cl)C)Cl)Cl)Cl)Cl)Cl,"1,3,7,11,15,19,23-Heptachlorotetracosane",22833490,"1S/C24H43Cl7/c1-19(26)7-2-8-20(27)9-3-10-21(28)11-4-12-22(29)13-5-14-23(30)15-6-16-24(31)17-18-25/h19-24H,2-18H2,1H3","1,3,7,11,15,19,23-heptachlorotetracosane",1,CCRIS
ClCCN(C(=O)NCC(O)C)N=O,1-Nitroso-1-(2-chloroethyl)-3-(2-hydroxypropyl)urea,129381,"1S/C6H12ClN3O3/c1-5(11)4-8-6(12)10(9-13)3-2-7/h5,11H,2-4H2,1H3,(H,8,12)",1-(2-chloroethyl)-3-(2-hydroxypropyl)-1-nitrosourea,1,CCRIS
ClCCN(c1ccc(cc1)CC(C(=O)O)N)CCCl,Sarcolysin,4053,"1S/C13H18Cl2N2O2/c14-5-7-17(8-6-15)11-3-1-10(2-4-11)9-12(16)13(18)19/h1-4,12H,5-9,16H2,(H,18,19)",2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid,1,CCRIS
ClCCN(c1ccc2c(c1)nc(n2C)CCCC(=O)O)CCCl.Cl,Bendamustine hydrochloride,77082,"1S/C16H21Cl2N3O2.ClH/c1-20-14-6-5-12(21(9-7-17)10-8-18)11-13(14)19-15(20)3-2-4-16(22)23;/h5-6,11H,2-4,7-10H2,1H3,(H,22,23);1H",4-[5-[bis(2-chloroethyl)amino]-1-methylbenzimidazol-2-yl]butanoic acid;hydrochloride,1,CCRIS
